id_media,code,nom,pays_code,pays_nom,langue,type_media,support,periodicite,thematique,couverture,groupe_media,ville,url,priorite_rp,actif,notes,source_liste
MED-BE-0029,SUDINFO,Sudinfo,BE,Belgique,fr,Print,Print,Quotidien,Régional,Régionale,Groupe Rossel,Liège,https://www.sudinfo.be,2,true,"Porte les titres Sud Presse (La Meuse, La Nouvelle Gazette, etc.).",SEED
MED-BE-0030,TRENDS,Trends / Trends-Tendances,BE,Belgique,nl,Print,Print,Hebdomadaire,Économie,Nationale,Roularta Media Group,Bruxelles,https://www.trends.be,2,true,Magazine économique ; édition FR : Tendances.,SEED
MED-BE-0031,VRTNWS,VRT NWS,BE,Belgique,nl,TV,TV,Continu,Généraliste,Nationale,VRT,Bruxelles,https://www.vrt.be/vrtnws,1,true,"Information du service public flamand (Eén, Canvas, VRT NWS).",SEED
MED-BE-0032,VTM,VTM,BE,Belgique,nl,TV,TV,Continu,Généraliste,Nationale,DPG Media,Vilvoorde,https://www.vtm.be,1,true,Première chaîne privée flamande.,SEED
MED-CH-0001,20MINDE,20 Minuten,CH,Suisse,de,Print,Print,Quotidien,Généraliste,Nationale,TX Group,Zurich,https://www.20min.ch,1,true,"Gratuit pendulaire, plus forte portée alémanique.",SEED
MED-CH-0002,20MINFR,20 minutes,CH,Suisse,fr,Print,Print,Quotidien,Généraliste,Nationale,TX Group,Lausanne,https://www.20min.ch/fr,1,true,Gratuit pendulaire romand.,SEED
MED-CH-0003,24HEURES,24 heures,CH,Suisse,fr,Print,Print,Quotidien,Régional,Régionale,TX Group,Lausanne,https://www.24heures.ch,1,true,Quotidien vaudois de référence.,SEED
MED-CH-0004,AWP,AWP Finanznachrichten,CH,Suisse,de,Web,Web,Continu,Économie,Nationale,AWP,Zurich,https://www.awp.ch,1,true,Agence financière. Liste COPA (avec Reuters / Bloomberg).,SEED
MED-CH-0005,BAZ,Basler Zeitung,CH,Suisse,de,Print,Print,Quotidien,Régional,Régionale,TX Group,Bâle,https://www.bazonline.ch,2,true,Quotidien bâlois.,SEED
MED-CH-0006,BEOBACHTER,Beobachter,CH,Suisse,de,Print,Print,Bimensuel,Généraliste,Nationale,Ringier,Zurich,https://www.beobachter.ch,3,true,Magazine conseil / société à large portée.,SEED
MED-CH-0007,BILAN,Bilan,CH,Suisse,fr,Print,Print,Mensuel,Économie,Nationale,Ringier,Lausanne,https://www.bilan.ch,2,true,Magazine économique romand.,SEED
MED-CH-0008,BILANZ,Bilanz,CH,Suisse,de,Print,Print,Mensuel,Économie,Nationale,Ringier,Zurich,https://www.bilanz.ch,2,true,Magazine économique alémanique.,SEED
MED-CH-0009,BLICK,Blick,CH,Suisse,de,Print,Print,Quotidien,Généraliste,Nationale,Ringier,Zurich,https://www.blick.ch,1,true,Quotidien populaire ; très fort digital / vidéo.,SEED
MED-CH-0010,CDT,Corriere del Ticino,CH,Suisse,it,Print,Print,Quotidien,Généraliste,Régionale,Fondazione Corriere del Ticino,Muzzano,https://www.cdt.ch,1,true,Quotidien tessinois de référence. Liste COPA.,SEED
MED-CH-0011,DERBUND,Der Bund,CH,Suisse,de,Print,Print,Quotidien,Régional,Régionale,TX Group,Berne,https://www.derbund.ch,2,true,Quotidien bernois. Figure sur la liste COPA des médias principaux.,SEED
MED-CH-0012,WELTWOCHE,Die Weltwoche,CH,Suisse,de,Print,Print,Hebdomadaire,Généraliste,Nationale,Weltwoche Verlags AG,Zurich,https://www.weltwoche.ch,3,true,Hebdomadaire d'opinion alémanique.,SEED
MED-CH-0013,FUW,Finanz und Wirtschaft,CH,Suisse,de,Print,Print,Bihebdomadaire,Économie,Nationale,NZZ Mediengruppe,Zurich,https://www.fuw.ch,2,true,Titre financier alémanique.,SEED
MED-CH-0014,HANDELSZEITUNG,Handelszeitung,CH,Suisse,de,Print,Print,Hebdomadaire,Économie,Nationale,Ringier,Zurich,https://www.handelszeitung.ch,2,true,Hebdomadaire économique alémanique.,SEED
MED-CH-0015,KEYSTONE,Keystone-ATS,CH,Suisse,fr,Web,Web,Continu,Généraliste,Nationale,Keystone-SDA-ATS,Berne,https://www.keystone-sda.ch,1,true,Agence nationale (DE/FR/IT).,SEED
MED-CH-0016,AGEFI,L'Agefi,CH,Suisse,fr,Print,Print,Quotidien,Économie,Nationale,Agefi SA,Lausanne,https://www.agefi.com,1,true,Quotidien financier romand. Liste COPA.,SEED
MED-CH-0017,ILLUSTRE,L'Illustré,CH,Suisse,fr,Print,Print,Hebdomadaire,People,Nationale,Ringier,Lausanne,https://www.illustre.ch,3,true,Magazine people / société romand.,SEED
MED-CH-0018,LALIBERTECH,La Liberté,CH,Suisse,fr,Print,Print,Quotidien,Régional,Régionale,Groupe Saint-Paul,Fribourg,https://www.laliberte.ch,2,true,Quotidien fribourgeois.,SEED
MED-CH-0019,LEMATIN,Le Matin / lematin.ch,CH,Suisse,fr,Web,Web,Continu,Généraliste,Nationale,TX Group,Lausanne,https://www.lematin.ch,2,true,"Marque populaire romande ; print quotidien arrêté, digital + Le Matin Dimanche.",SEED
MED-CH-0020,LETEMPS,Le Temps,CH,Suisse,fr,Print,Print,Quotidien,Généraliste,Nationale,Fondation Aventinus,Genève,https://www.letemps.ch,1,true,Quotidien romand de référence. Liste COPA.,SEED
MED-CH-0021,NZZ,Neue Zürcher Zeitung,CH,Suisse,de,Print,Print,Quotidien,Généraliste,Nationale,NZZ Mediengruppe,Zurich,https://www.nzz.ch,1,true,"Quotidien alémanique de référence (politique, international, éco).",SEED
MED-CH-0022,RSI,RSI,CH,Suisse,it,TV,TV,Continu,Généraliste,Régionale,SRG SSR,Lugano,https://www.rsi.ch,1,true,Unité italophone du service public. Liste COPA.,SEED
MED-CH-0023,RTR,RTR,CH,Suisse,rm,Radio,Radio,Continu,Généraliste,Régionale,SRG SSR,Coire,https://www.rtr.ch,3,true,Unité romanche du service public.,SEED
MED-CH-0024,RTS,RTS,CH,Suisse,fr,TV,TV,Continu,Généraliste,Nationale,SRG SSR,Genève,https://www.rts.ch,1,true,Unité romande du service public (TV + radio). Liste COPA.,SEED
MED-CH-0025,RTS1ERE,RTS La 1ère,CH,Suisse,fr,Radio,Radio,Continu,Généraliste,Nationale,SRG SSR,Lausanne,https://www.rts.ch/rts-premiere/,2,true,Radio généraliste romande de service public.,SEED
MED-CH-0026,SRF,SRF,CH,Suisse,de,TV,TV,Continu,Généraliste,Nationale,SRG SSR,Zurich,https://www.srf.ch,1,true,Unité alémanique du service public (TV + radio). Liste COPA.,SEED
MED-CH-0027,SWI,SWI swissinfo.ch,CH,Suisse,fr,Web,Web,Continu,Généraliste,Nationale,SRG SSR,Berne,https://www.swissinfo.ch,1,true,Offre internationale de la SSR (plusieurs langues). Liste COPA.,SEED
MED-CH-0028,TAGI,Tages-Anzeiger,CH,Suisse,de,Print,Print,Quotidien,Généraliste,Nationale,TX Group,Zurich,https://www.tagesanzeiger.ch,1,true,Quotidien zurichois à portée nationale.,SEED
MED-CH-0029,TDG,Tribune de Genève,CH,Suisse,fr,Print,Print,Quotidien,Régional,Régionale,TX Group,Genève,https://www.tdg.ch,1,true,Quotidien genevois.,SEED
MED-CH-0030,WATSON,watson,CH,Suisse,de,Web,Web,Continu,Généraliste,Nationale,CH Media,Zurich,https://www.watson.ch,2,true,Pure player alémanique à forte audience jeune.,SEED
MED-ES-0001,20MIN,20 Minutos,ES,Espagne,es,Print,Print,Quotidien,Généraliste,Nationale,Henneo,Madrid,https://www.20minutos.es,2,true,Gratuit / digital grand public (238k EGM 2026).,SEED
MED-ES-0002,ABC,ABC,ES,Espagne,es,Print,Print,Quotidien,Généraliste,Nationale,Vocento,Madrid,https://www.abc.es,1,true,Quotidien national conservateur (345k EGM 2026).,SEED
MED-ES-0003,ANTENA3,Antena 3,ES,Espagne,es,TV,TV,Continu,Généraliste,Nationale,Atresmedia,Madrid,https://www.antena3.com,1,true,"Leader TV 2026 (16,9 % de part d'audience).",SEED
MED-ES-0004,ARA,Ara,ES,Espagne,ca,Print,Print,Quotidien,Généraliste,Régionale,Edició de Premsa Periòdica Ara,Barcelone,https://www.ara.cat,2,true,Quotidien catalan de référence.,SEED
MED-ES-0005,AS,AS,ES,Espagne,es,Print,Print,Quotidien,Sport,Nationale,PRISA,Madrid,https://as.com,2,true,"Quotidien sportif (369k EGM ; 2,8 M VU web).",SEED
MED-ES-0006,SER,Cadena SER,ES,Espagne,es,Radio,Radio,Continu,Généraliste,Nationale,PRISA,Madrid,https://cadenaser.com,1,true,"Leader radio généraliste (4,17 M auditeurs EGM 2026).",SEED
MED-ES-0007,CINCODIAS,Cinco Días,ES,Espagne,es,Print,Print,Quotidien,Économie,Nationale,PRISA,Madrid,https://cincodias.elpais.com,1,true,Quotidien économique du groupe El País.,SEED
MED-ES-0008,COPE,COPE,ES,Espagne,es,Radio,Radio,Continu,Généraliste,Nationale,Ábside Media,Madrid,https://www.cope.es,1,true,"2e radio généraliste (3,41 M EGM 2026).",SEED
MED-ES-0009,EFE,EFE,ES,Espagne,es,Web,Web,Continu,Généraliste,Nationale,Agencia EFE,Madrid,https://www.efe.com,1,true,Agence nationale / hispanophone. Fil prioritaire des CP.,SEED
MED-ES-0010,ELCONFIDENCIAL,El Confidencial,ES,Espagne,es,Web,Web,Continu,Généraliste,Nationale,Titania Compañía Editorial,Madrid,https://www.elconfidencial.com,1,true,"Pure player national, fort éco / enquête.",SEED
MED-ES-0011,ELCORREO,El Correo,ES,Espagne,es,Print,Print,Quotidien,Régional,Régionale,Vocento,Bilbao,https://www.elcorreo.com,2,true,PQR basque (203k EGM 2026).,SEED
MED-ES-0012,DVASCO,El Diario Vasco,ES,Espagne,es,Print,Print,Quotidien,Régional,Régionale,Vocento,Saint-Sébastien,https://www.diariovasco.com,3,true,PQR du Guipuscoa (131k EGM 2026).,SEED
MED-ES-0013,ELECONOMISTA,El Economista,ES,Espagne,es,Print,Print,Quotidien,Économie,Nationale,Editorial Ecoprensa,Madrid,https://www.eleconomista.es,2,true,"Quotidien / site éco (1,4 M VU EGM 2026).",SEED
MED-ES-0014,ELESPANOL,El Español,ES,Espagne,es,Web,Web,Continu,Généraliste,Nationale,El León de El Español Publicaciones,Madrid,https://www.elespanol.com,2,true,Pure player national.,SEED
MED-ES-0015,ELMUNDO,El Mundo,ES,Espagne,es,Print,Print,Quotidien,Généraliste,Nationale,Unidad Editorial,Madrid,https://www.elmundo.es,1,true,2e quotidien généraliste EGM 2026 (505k).,SEED
MED-ES-0016,ELPAIS,El País,ES,Espagne,es,Print,Print,Quotidien,Généraliste,Nationale,PRISA,Madrid,https://elpais.com,1,true,"Leader presse généraliste EGM 2026 (856k lecteurs ; 7,7 M VU web).",SEED
MED-ES-0017,ELPERIODICO,El Periódico,ES,Espagne,es,Print,Print,Quotidien,Généraliste,Nationale,Prensa Ibérica,Barcelone,https://www.elperiodico.com,2,true,Quotidien barcelonais (185k EGM 2026). Éditions ES/CA.,SEED
MED-ES-0018,ELDIARIO,elDiario.es,ES,Espagne,es,Web,Web,Continu,Généraliste,Nationale,Diario de Prensa Digital,Madrid,https://www.eldiario.es,1,true,"Pure player progressiste, modèle lecteurs.",SEED
MED-ES-0019,EUROPAPRESS,Europa Press,ES,Espagne,es,Web,Web,Continu,Généraliste,Nationale,Europa Press,Madrid,https://www.europapress.es,1,true,"Agence privée, très utilisée par les rédactions.",SEED
MED-ES-0020,EXPANSION,Expansión,ES,Espagne,es,Print,Print,Quotidien,Économie,Nationale,Unidad Editorial,Madrid,https://www.expansion.com,1,true,Quotidien économique de référence.,SEED
MED-ES-0021,LNE,La Nueva España,ES,Espagne,es,Print,Print,Quotidien,Régional,Régionale,Prensa Ibérica,Oviedo,https://www.lne.es,3,true,PQR des Asturies (158k EGM 2026).,SEED
MED-ES-0022,LARAZON,La Razón,ES,Espagne,es,Print,Print,Quotidien,Généraliste,Nationale,Grupo Planeta,Madrid,https://www.larazon.es,2,true,Quotidien national (129k EGM 2026).,SEED
MED-ES-0023,LASEXTA,La Sexta,ES,Espagne,es,TV,TV,Continu,Généraliste,Nationale,Atresmedia,Madrid,https://www.lasexta.com,1,true,"Chaîne info / débat, utile pour angles société / politique.",SEED
MED-ES-0024,LAVANGUARDIA,La Vanguardia,ES,Espagne,es,Print,Print,Quotidien,Généraliste,Nationale,Grupo Godó,Barcelone,https://www.lavanguardia.com,1,true,Quotidien barcelonais à portée nationale (386k EGM 2026). Aussi en catalan.,SEED
MED-ES-0025,LAVOZ,La Voz de Galicia,ES,Espagne,es,Print,Print,Quotidien,Régional,Régionale,Corporación Voz de Galicia,La Corogne,https://www.lavozdegalicia.es,2,true,PQR galicienne (296k EGM 2026).,SEED
MED-ES-0026,MARCA,Marca,ES,Espagne,es,Print,Print,Quotidien,Sport,Nationale,Unidad Editorial,Madrid,https://www.marca.com,2,true,1er quotidien en lecteurs EGM 2026 (881k). Angle sport uniquement.,SEED
MED-ES-0027,OKDIARIO,OKDiario,ES,Espagne,es,Web,Web,Continu,Généraliste,Nationale,Acción Digital,Madrid,https://okdiario.com,3,true,Pure player d'opinion ; ligne très polarisée.,SEED
MED-ES-0028,ONDACERO,Onda Cero,ES,Espagne,es,Radio,Radio,Continu,Généraliste,Nationale,Atresmedia,Madrid,https://www.ondacero.es,2,true,"3e radio généraliste (2,09 M EGM 2026).",SEED
MED-ES-0029,RAC1,RAC1,ES,Espagne,ca,Radio,Radio,Continu,Généraliste,Régionale,Grupo Godó,Barcelone,https://www.rac1.cat,2,true,Leader radio en Catalogne (960k EGM 2026).,SEED
MED-ES-0030,RNE,RNE,ES,Espagne,es,Radio,Radio,Continu,Généraliste,Nationale,RTVE,Madrid,https://www.rtve.es/radio,2,true,Radio nationale de service public (920k EGM 2026).,SEED
MED-ES-0031,RTVEWEB,RTVE.es,ES,Espagne,es,Web,Web,Continu,Généraliste,Nationale,RTVE,Madrid,https://www.rtve.es,1,true,"3e site d'info EGM 2026 (4,5 M VU). Hub numérique du service public.",SEED
MED-ES-0032,TELECINCO,Telecinco,ES,Espagne,es,TV,TV,Continu,Généraliste,Nationale,Mediaset España / MFE,Madrid,https://www.telecinco.es,1,true,"3e chaîne (9,4 % 2026).",SEED
MED-ES-0033,TV3,TV3,ES,Espagne,ca,TV,TV,Continu,Généraliste,Régionale,CCMA,Sant Joan Despí,https://www.ccma.cat/tv3,2,true,Chaîne publique catalane.,SEED
MED-ES-0034,TVE1,TVE La 1,ES,Espagne,es,TV,TV,Continu,Généraliste,Nationale,RTVE,Madrid,https://www.rtve.es/play/la-1/,1,true,"Chaîne public, 2e audience TV (13,6 % EGM/audimétrie 2026).",SEED
MED-ES-0035,VILAWEB,VilaWeb,ES,Espagne,ca,Web,Web,Continu,Généraliste,Régionale,"Partal, Maresma i Associats",Barcelone,https://www.vilaweb.cat,3,true,Pure player catalan.,SEED
MED-FR-0001,AFP,Agence France-Presse,FR,France,fr,Web,Web,Continu,Généraliste,Nationale,AFP,Paris,https://www.afp.com,1,true,Agence nationale / internationale.,SEED
MED-FR-0002,BFMTV,BFMTV,FR,France,fr,TV,TV,Continu,Généraliste,Nationale,Altice Media,Paris,https://www.bfmtv.com,1,true,Chaîne d'information en continu.,SEED
MED-FR-0003,FRANCE2,France 2,FR,France,fr,TV,TV,Continu,Généraliste,Nationale,France Télévisions,Paris,https://www.france.tv/france-2,1,true,Chaîne généraliste de service public.,SEED
MED-FR-0004,FRANCEINTER,France Inter,FR,France,fr,Radio,Radio,Continu,Généraliste,Nationale,Radio France,Paris,https://www.radiofrance.fr/franceinter,1,true,Radio généraliste de service public.,SEED
MED-FR-0005,LEXPRESS,L'Express,FR,France,fr,Print,Print,Hebdomadaire,Généraliste,Nationale,Groupe L'Express,Paris,https://www.lexpress.fr,2,true,News magazine national.,SEED
MED-FR-0006,LEFIGARO,Le Figaro,FR,France,fr,Print,Print,Quotidien,Généraliste,Nationale,Groupe Figaro,Paris,https://www.lefigaro.fr,1,true,Quotidien national conservateur.,SEED
MED-FR-0007,LEMONDE,Le Monde,FR,France,fr,Print,Print,Quotidien,Généraliste,Nationale,Groupe Le Monde,Paris,https://www.lemonde.fr,1,true,Quotidien de référence. Titre d'exemple pour caler les colonnes.,SEED
MED-FR-0008,LESECHOS,Les Echos,FR,France,fr,Print,Print,Quotidien,Économie,Nationale,Groupe Les Echos / LVMH,Paris,https://www.lesechos.fr,1,true,Quotidien économique de référence.,SEED
MED-FR-0009,MEDIAPART,Mediapart,FR,France,fr,Web,Web,Continu,Généraliste,Nationale,Société éditrice de Mediapart,Paris,https://www.mediapart.fr,2,true,Pure player d'enquête.,SEED
MED-FR-0010,TF1,TF1,FR,France,fr,TV,TV,Continu,Généraliste,Nationale,Groupe TF1,Boulogne-Billancourt,https://www.tf1.fr,1,true,Première chaîne privée.,SEED
MED-PT-0001,ANTENA1,Antena 1,PT,Portugal,pt,Radio,Radio,Continu,Généraliste,Nationale,RTP,Lisbonne,https://www.rtp.pt/antena1,2,true,Radio généraliste de service public.,SEED
MED-PT-0002,CMTV,CMTV,PT,Portugal,pt,TV,TV,Continu,Généraliste,Nationale,Medialivre,Lisbonne,https://www.cmjornal.pt/cmtv,2,true,Chaîne d'info populaire liée au Correio da Manhã.,SEED
MED-PT-0003,CNNPT,CNN Portugal,PT,Portugal,pt,TV,TV,Continu,Généraliste,Nationale,Media Capital,Queluz de Baixo,https://cnnportugal.iol.pt,1,true,Chaîne d'info ; 2e portée hebdo DNR 2026 (~40 %).,SEED
MED-PT-0004,CM,Correio da Manhã,PT,Portugal,pt,Print,Print,Quotidien,Généraliste,Nationale,Medialivre,Lisbonne,https://www.cmjornal.pt,1,true,Quotidien populaire à plus forte diffusion.,SEED
MED-PT-0005,DN,Diário de Notícias,PT,Portugal,pt,Print,Print,Quotidien,Généraliste,Nationale,Global Media Group,Lisbonne,https://www.dn.pt,2,true,Quotidien historique lisboète.,SEED
MED-PT-0006,ECO,ECO,PT,Portugal,pt,Web,Web,Continu,Économie,Nationale,Swipe News,Lisbonne,https://eco.sapo.pt,1,true,Pure player économique.,SEED
MED-PT-0007,EXAME,Exame,PT,Portugal,pt,Print,Print,Mensuel,Économie,Nationale,Trust in News,Lisbonne,https://visao.pt/exame,2,true,Magazine économique / entreprises.,SEED
MED-PT-0008,EXPRESSO,Expresso,PT,Portugal,pt,Print,Print,Hebdomadaire,Généraliste,Nationale,Impresa (MFE actionnaire 2026),Lisbonne,https://expresso.pt,1,true,Hebdomadaire le plus lu en diffusion payante.,SEED
MED-PT-0009,NEGOCIOS,Jornal de Negócios,PT,Portugal,pt,Print,Print,Quotidien,Économie,Nationale,Medialivre,Lisbonne,https://www.jornaldenegocios.pt,1,true,Quotidien économique.,SEED
MED-PT-0010,JN,Jornal de Notícias,PT,Portugal,pt,Print,Print,Quotidien,Généraliste,Nationale,Notícias Ilimitadas,Porto,https://www.jn.pt,1,true,Quotidien de Porto à portée nationale ; forte confiance DNR 2026.,SEED
MED-PT-0011,JE,Jornal Económico,PT,Portugal,pt,Print,Print,Quotidien,Économie,Nationale,Grupo Económico,Lisbonne,https://jornaleconomico.sapo.pt,2,true,Quotidien / site économique.,SEED
MED-PT-0012,LUSA,Lusa,PT,Portugal,pt,Web,Web,Continu,Généraliste,Nationale,Lusa (État portugais),Lisbonne,https://www.lusa.pt,1,true,Agence nationale ; propriété 100 % État. Fil prioritaire des CP.,SEED
MED-PT-0013,NAM,Notícias ao Minuto,PT,Portugal,pt,Web,Web,Continu,Généraliste,Nationale,Notícias ao Minuto,Lisbonne,https://www.noticiasaominuto.com,2,true,Pure player à forte portée digitale (DNR 2026 ~27 %).,SEED
MED-PT-0014,OBSERVADOR,Observador,PT,Portugal,pt,Web,Web,Continu,Généraliste,Nationale,Observador On Time,Lisbonne,https://observador.pt,1,true,Pure player généraliste + Rádio Observador.,SEED
MED-PT-0015,PUBLICO,Público,PT,Portugal,pt,Print,Print,Quotidien,Généraliste,Nationale,Sonaecom,Lisbonne,https://www.publico.pt,1,true,Quotidien de référence.,SEED
MED-PT-0016,RECORD,Record,PT,Portugal,pt,Print,Print,Quotidien,Sport,Nationale,Medialivre,Lisbonne,https://www.record.pt,3,true,Quotidien sportif. Utile si angle sport / sponsoring.,SEED
MED-PT-0017,RFM,RFM,PT,Portugal,pt,Radio,Radio,Continu,Généraliste,Nationale,Renascença Multimédia,Lisbonne,https://rfm.pt,3,true,Radio musicale à forte audience.,SEED
MED-PT-0018,RTPNOTICIAS,RTP Notícias,PT,Portugal,pt,TV,TV,Continu,Généraliste,Nationale,RTP,Lisbonne,https://www.rtp.pt/noticias,1,true,Marque info RTP ; confiance DNR 2026 la plus élevée (79 %).,SEED
MED-PT-0019,RTP1,RTP1,PT,Portugal,pt,TV,TV,Continu,Généraliste,Nationale,RTP,Lisbonne,https://www.rtp.pt,1,true,Chaîne généraliste de service public.,SEED
MED-PT-0020,RADIOOBS,Rádio Observador,PT,Portugal,pt,Radio,Radio,Continu,Généraliste,Nationale,Observador On Time,Lisbonne,https://observador.pt/radio,2,true,Radio du pure player Observador.,SEED
MED-PT-0021,RENASCENCA,Rádio Renascença,PT,Portugal,pt,Radio,Radio,Continu,Généraliste,Nationale,Renascença Multimédia,Lisbonne,https://rr.pt,2,true,Radio généraliste (groupe catholique).,SEED
MED-PT-0022,SAPO,SAPO,PT,Portugal,pt,Web,Web,Continu,Généraliste,Nationale,Altice Portugal,Lisbonne,https://www.sapo.pt,2,true,Portail d'agrégation / audience digitale large.,SEED
MED-PT-0023,SIC,SIC,PT,Portugal,pt,TV,TV,Continu,Généraliste,Nationale,Impresa (MFE actionnaire 2026),Lisbonne,https://sic.pt,1,true,Chaîne privée leader d'audience 2026.,SEED
